Text,Tag,Tag - Color,Tag - Group,Tag - Board,Note - Title,Note - Group,Note - Board,Note - Country,Note - Account,Note - Sector,Note - Account type,Note - Status,Insights,Created,URL
AWS savings,Cost-effective/innovative solutions,#8cb41e,General needs,Tags,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:04,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIANwA3ADMAMwAxADUAYQAwAC0AMAA1ADAAMAAtADQANgA5ADcALQBhADMAZgA0AC0AMQBmAGQAZgAwADcAMABhADMAYwA3ADEAIgB9AA
CE and CE Plus renewals,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:04,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIANwA4ADgAMQA0ADcAMQBlAC0AOAAxADgAMQAtADQAMQA0ADkALQA4ADgAZQA1AC0ANAA0AGQAYgAzADcANAAxADIAYwBmAGEAIgB9AA
 Teams Telephony,Telephony,#230078,Cloud/T&I,Digital Infrastructure,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:04,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIANwBmADUANgAxAGMANQA5AC0AOABhAGIANwAtADQAYQA1ADEALQBhAGMAYQBjAC0AYwA1AGMAOQBjAGMAMwAyADkANAA4ADkAIgB9AA
BDC,BDC service,#a00064,Digital skills and capabilities,Tags,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:05,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIAYQA3ADEAMQAwADcAOAAzAC0ANwAyADQAMQAtADQANQAxAGQALQA5AGUANgA2AC0AYQBiAGEAYQAzADIANQAxADIAZQBjADEAIgB9AA
BDC,Digital capabilities,#a00064,Digital skills and capabilities,Tags,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:05,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIAYQA3ADEAMQAwADcAOAAzAC0ANwAyADQAMQAtADQANQAxAGQALQA5AGUANgA2AC0AYQBiAGEAYQAzADIANQAxADIAZQBjADEAIgB9AA
LRC resources/maximising Jisc subscription,Digital resources (general),#a05000,Digital resources,Learning and teaching,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:04,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIAZABhAGMAYQAwADIAYQBhAC0AYgA0AGUAOQAtADQAMgBjADQALQA5ADQAOAAwAC0AMABiADUAZgA5ADIAMwAzAGEAMgA1ADAAIgB9AA
LRC resources/maximising Jisc subscription,Maximise Jisc membership,#8cb41e,General needs,Tags,565,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:04,https://dovetailapp.com/data/58VpWTcBFBDuIOVhxswNau#v=ewAiAGgAIgA6ACIAZABhAGMAYQAwADIAYQBhAC0AYgA0AGUAOQAtADQAMgBjADQALQA5ADQAOAAwAC0AMABiADUAZgA5ADIAMwAzAGEAMgA1ADAAIgB9AA
ritical Services Protection Cyber Security Assessment,Review/Audit,#a00064,Capacity building,Tags,3584,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 11:26,https://dovetailapp.com/data/59ZWoUzHwKExBYsOlC7C07#v=ewAiAGgAIgA6ACIAMAAwAGQANwA4ADcAYwAzAC0AZgBlADcANQAtADQANwAxAGUALQA5ADEAOQBlAC0AZgA4ADgAZgBhADcANQBlAGEAMwA0ADgAIgB9AA
ritical Services Protection Cyber Security Assessment,Cyber security review/assessment,#230078,Cyber security,Digital Infrastructure,3584,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 11:26,https://dovetailapp.com/data/59ZWoUzHwKExBYsOlC7C07#v=ewAiAGgAIgA6ACIAMAAwAGQANwA4ADcAYwAzAC0AZgBlADcANQAtADQANwAxAGUALQA5ADEAOQBlAC0AZgA4ADgAZgBhADcANQBlAGEAMwA0ADgAIgB9AA
Business Continuity Plan Disaster Recovery Plan,Business continuity,#230078,General IT,Digital Infrastructure,3584,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 11:26,https://dovetailapp.com/data/59ZWoUzHwKExBYsOlC7C07#v=ewAiAGgAIgA6ACIAMwA1AGEAMgA5AGEANgBiAC0AMQBkAGUAMgAtADQAZQBhADcALQBiADEANwA1AC0ANABjADAANgA3AGEANgBmAGMAYgAxADgAIgB9AA
Cyber Essentials Certification Cyber Essentials Plus Certification,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,3584,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 11:25,https://dovetailapp.com/data/59ZWoUzHwKExBYsOlC7C07#v=ewAiAGgAIgA6ACIANgAxAGEAOQA4ADkAYgAyAC0ANAA5ADYAZAAtADQAMQBlADEALQA5ADcAZAAyAC0AYQA2ADkAYwA0ADYAZQBiAGYAYgBkADgAIgB9AA
Connectivity and Resilience,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,3584,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 11:26,https://dovetailapp.com/data/59ZWoUzHwKExBYsOlC7C07#v=ewAiAGgAIgA6ACIANgA4ADYAZgAwAGUAOAAyAC0AMQBkAGYAYgAtADQAMAA1ADYALQBiADQAMgAwAC0ANgA0ADQAMQBlADAAZQA3AGQAMgAxADIAIgB9AA
Pen Testing ,Pen testing,#230078,Cyber security,Digital Infrastructure,3584,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 11:25,https://dovetailapp.com/data/59ZWoUzHwKExBYsOlC7C07#v=ewAiAGgAIgA6ACIAOAA5AGEAZQA5ADEANwBmAC0ANwBjADgAYgAtADQAMAAzADQALQA5AGMANAAzAC0AMwA2ADMAMwBiADAAYgBlAGIAMQBhADIAIgB9AA
Infrastructure Review,Infrastructure support,#230078,General IT,Digital Infrastructure,3584,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 11:26,https://dovetailapp.com/data/59ZWoUzHwKExBYsOlC7C07#v=ewAiAGgAIgA6ACIAOQBmAGYAMAA1AGUAMwBkAC0AMwAxADIANQAtADQAZQA1AGIALQBhADkAOABlAC0AYQA3AGIAMABjAGQAMQBjADcAMwBhADIAIgB9AA
Infrastructure Review,Review/Audit,#a00064,Capacity building,Tags,3584,AEP FE and skills,Data,England,,FE Members,Independent Specialist College - Special Educational Needs,2. Managed: Engagement plan approved,,07/10/2021 11:26,https://dovetailapp.com/data/59ZWoUzHwKExBYsOlC7C07#v=ewAiAGgAIgA6ACIAOQBmAGYAMAA1AGUAMwBkAC0AMwAxADIANQAtADQAZQA1AGIALQBhADkAOABlAC0AYQA3AGIAMABjAGQAMQBjADcAMwBhADIAIgB9AA
"Implementation of an IdP is planned, support the member to choose and deploy the most appropriate solution.",Trust and identity,#230078,Cloud/T&I,Digital Infrastructure,752,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:49,https://dovetailapp.com/data/5aSuGaX44VEwXqcOmRLIGH#v=ewAiAGgAIgA6ACIAMAA1AGUAOQBlADkAMgAwAC0AYQBkADMANwAtADQAZABiADIALQA5ADQAMQA3AC0AZQBmADQAYwA3AGQAMAA1AGQAZgA4ADkAIgB9AA
"Cyber Essentials + will be the next step after achieving CE, but may not be done until 2022-23.",Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,752,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:50,https://dovetailapp.com/data/5aSuGaX44VEwXqcOmRLIGH#v=ewAiAGgAIgA6ACIAMwBmADUAZgBmADAAMgAzAC0ANAAxAGEAZAAtADQANAA5AGYALQBiAGMAYgAzAC0AYgAyAGYAMwA2AGQAYwBjAGQAYgAzAGIAIgB9AA
"Sell the managed SIEM service to provide the college with additional cyber security, noting they are using a free service from NCSC called log-in made easy, but see Jisc?s Managed SIEM as a next step",Managed SIEM,#230078,Cyber security,Digital Infrastructure,752,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:49,https://dovetailapp.com/data/5aSuGaX44VEwXqcOmRLIGH#v=ewAiAGgAIgA6ACIANwA5AGIANgA0ADEAZgAwAC0AYQAwADQAYwAtADQAMQA2ADAALQBiAGYAZQAzAC0AZgA1AGEANQA4ADQAYwA2ADkAOQBmAGUAIgB9AA
The member has enquired about a managed Firewall service and said they?d be interested in learning more about the Jisc solution once launched. ,Managed services,#230078,General IT,Digital Infrastructure,752,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:49,https://dovetailapp.com/data/5aSuGaX44VEwXqcOmRLIGH#v=ewAiAGgAIgA6ACIAOQBhAGEAZAA4ADkAOQBlAC0AMgBjADcAOQAtADQAYQAyAGIALQBhADIAMABkAC0AYQAwADcANwA4ADcAYQA1ADgAYQAwAGQAIgB9AA
Cyber Essentials certification likely September 2021.,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,752,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,07/10/2021 11:49,https://dovetailapp.com/data/5aSuGaX44VEwXqcOmRLIGH#v=ewAiAGgAIgA6ACIAZgBiADQANAA4AGQANgAxAC0AOQBmAGQAOQAtADQAZQAwADMALQA4ADIANgBhAC0AZAAyAGEAOAAwAGQAMgA4ADIAZQBmADEAIgB9AA
Taking full advantage of Jisc services included in membership.,Maximise Jisc membership,#8cb41e,General needs,Tags,251,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,22/09/2021 15:40,https://dovetailapp.com/data/5hCbP1Z6aDjQaobgPG4STW#v=ewAiAGgAIgA6ACIANwAwADUAOQA1ADEANwBlAC0AMwA1ADYAZAAtADQAOAA5ADQALQA5AGEANQAyAC0AMgBlAGYAOQBjADIAZAAzADgAZABlADAAIgB9AA
Improve access to online resources.,Access to resources,#a05000,Digital resources,Learning and teaching,251,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,22/09/2021 15:39,https://dovetailapp.com/data/5hCbP1Z6aDjQaobgPG4STW#v=ewAiAGgAIgA6ACIANwA2AGMANwBmADcANQA4AC0AYwBjADEANgAtADQAOABhADQALQBiADIAYQA0AC0AZQBkADAAMAA3ADQAMABjAGIANAA5AGMAIgB9AA
Improve access to online resources.,Digital resources (general),#a05000,Digital resources,Learning and teaching,251,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,22/09/2021 15:39,https://dovetailapp.com/data/5hCbP1Z6aDjQaobgPG4STW#v=ewAiAGgAIgA6ACIANwA2AGMANwBmADcANQA4AC0AYwBjADEANgAtADQAOABhADQALQBiADIAYQA0AC0AZQBkADAAMAA3ADQAMABjAGIANAA5AGMAIgB9AA
Cyber Essentials,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,251,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,22/09/2021 15:39,https://dovetailapp.com/data/5hCbP1Z6aDjQaobgPG4STW#v=ewAiAGgAIgA6ACIAZgBkAGIAOQBkADEAOQBiAC0ANABmADUAZgAtADQAZQAxAGEALQBiADIAYQBiAC0ANwBmADMAMAA2AGIAOQBhADYAZQBjAGIAIgB9AA
"Digital capability of staff - college has engaged Jisc's BDC service on a 2 year deal to embark on a digital skills transformation project, in line with their rollout of MS Teams",BDC service,#a00064,Digital skills and capabilities,Tags,21486,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 14:59,https://dovetailapp.com/data/5irIpXEAjLYjGZTPbaqxfd#v=ewAiAGgAIgA6ACIAMgA2AGYAZQBkAGMANQBhAC0AMgAwAGUANAAtADQAZAAxADgALQA4AGUANQBkAC0AYwBkAGEANgAyADUANABhADUAYQAwAGMAIgB9AA
"Digital capability of staff - college has engaged Jisc's BDC service on a 2 year deal to embark on a digital skills transformation project, in line with their rollout of MS Teams",Digital capabilities,#a00064,Digital skills and capabilities,Tags,21486,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 14:59,https://dovetailapp.com/data/5irIpXEAjLYjGZTPbaqxfd#v=ewAiAGgAIgA6ACIAMgA2AGYAZQBkAGMANQBhAC0AMgAwAGUANAAtADQAZAAxADgALQA4AGUANQBkAC0AYwBkAGEANgAyADUANABhADUAYQAwAGMAIgB9AA
Cyber essentials certification and support to achieve ,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,21486,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:00,https://dovetailapp.com/data/5irIpXEAjLYjGZTPbaqxfd#v=ewAiAGgAIgA6ACIAZAA1AGMAZgAyADgAYgBlAC0ANgA3ADMAMQAtADQAZABhAGQALQA5ADcANwA5AC0ANABhADcAZgBkADgANQA2AGUAMwBjAGYAIgB9AA
Ongoing support with their appointment of a permanent Director of IT ,Staff recruitment issues,#8cb41e,General needs,Tags,21486,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:00,https://dovetailapp.com/data/5irIpXEAjLYjGZTPbaqxfd#v=ewAiAGgAIgA6ACIAZAA3AGQAZAA3AGEAOQA3AC0ANQBjADAAMwAtADQAZQA5ADMALQBiADcAZgA3AC0AOQA5ADcAYwAzADcAZgBhADEAOABiAGUAIgB9AA
DEI as part of their subscription to BDC,Insights tracker,#dc3c8c,Digital pedogogy,Learning and teaching,21486,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:00,https://dovetailapp.com/data/5irIpXEAjLYjGZTPbaqxfd#v=ewAiAGgAIgA6ACIAZABkADIAYQAzAGQAZgA4AC0AZABmADgAMQAtADQAZAAxAGQALQBhADAAZgA2AC0AYgBkADUAMwA4AGYAZABmAGIAMwA1AGQAIgB9AA
Cloud support,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,795,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,05/10/2021 14:58,https://dovetailapp.com/data/5lRcBsbe8UJum4SUixMvWt#v=ewAiAGgAIgA6ACIAMABkADgAOQA0AGUAMQBjAC0AMgA4AGYANwAtADQAMwBiADcALQA4ADEAYwA2AC0AOAA5ADAANABjAGEANAA4AGYAYQAyADkAIgB9AA
Learning space redevelopment,Learning spaces,#a05000,Digital resources,Learning and teaching,795,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,05/10/2021 14:58,https://dovetailapp.com/data/5lRcBsbe8UJum4SUixMvWt#v=ewAiAGgAIgA6ACIAMgA3ADYAMgBmADAAYQA4AC0AMAAzAGMAZAAtADQANAA1AGYALQA5AGIAMQBhAC0AMQBkADMAMQBjADUAYwBiAGMANQBlADkAIgB9AA
Curriculum co-design consultancy,Curriculum support,#ff6e00,Digital pedogogy,Learning and teaching,795,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,05/10/2021 14:58,https://dovetailapp.com/data/5lRcBsbe8UJum4SUixMvWt#v=ewAiAGgAIgA6ACIAMwAzADUAZQBhADgAZAA4AC0ANwAyADEAZQAtADQAYgBjADEALQBiADQAZQAxAC0ANgBjADAAMgAxAGQAMAAyADIAYwA4ADgAIgB9AA
Curriculum co-design consultancy,Consultancy/retained expertise,#a00064,Capacity building,Tags,795,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,05/10/2021 14:58,https://dovetailapp.com/data/5lRcBsbe8UJum4SUixMvWt#v=ewAiAGgAIgA6ACIAMwAzADUAZQBhADgAZAA4AC0ANwAyADEAZQAtADQAYgBjADEALQBiADQAZQAxAC0ANgBjADAAMgAxAGQAMAAyADIAYwA4ADgAIgB9AA
Virtual classroom refresh,Virtual classroom,#ff6e00,EdTech,Learning and teaching,795,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,05/10/2021 14:57,https://dovetailapp.com/data/5lRcBsbe8UJum4SUixMvWt#v=ewAiAGgAIgA6ACIANwAzAGQAMwBmAGQAOQA2AC0ANgA0ADQANwAtADQAMQBlADcALQA4ADkANgBjAC0AZABmADUAOAAyADcANgBhAGIAZgAwAGMAIgB9AA
CE and CE Plus,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,795,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,05/10/2021 14:58,https://dovetailapp.com/data/5lRcBsbe8UJum4SUixMvWt#v=ewAiAGgAIgA6ACIAOQBkADEAMQA4ADEAZgBjAC0AOAAwAGQANAAtADQAYQBhAGEALQBiADIAMwBhAC0AZgAyAGQANgA5ADQAYwBjADAAOQA1ADMAIgB9AA
Connectivity ,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,795,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,05/10/2021 14:58,https://dovetailapp.com/data/5lRcBsbe8UJum4SUixMvWt#v=ewAiAGgAIgA6ACIAYgBkAGIAYQAyAGIAZgBkAC0AMgA3AGEAMgAtADQAYQBiAGEALQBiADkANAA4AC0AMQBjAGYAZgA5AGQANgBjAGYANwBkAGEAIgB9AA
Managed SIEM,Managed SIEM,#230078,Cyber security,Digital Infrastructure,795,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,05/10/2021 14:58,https://dovetailapp.com/data/5lRcBsbe8UJum4SUixMvWt#v=ewAiAGgAIgA6ACIAZAA3AGIAZgA0AGUAMAA4AC0AYQBkADgAOAAtADQAOQA3AGIALQBiAGEAYwA5AC0AMQA2ADcAYgBhADkAYgAyADgAMwA2ADkAIgB9AA
Support ensuring the college network is a adequately protected against cyber threats and as a minimum is able to apply for CE basic and Plus in order to meet ESFA funding requirements.,Network security and resilience,#230078,Network and connectivity,Digital Infrastructure,96,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:49,https://dovetailapp.com/data/5o1qZXIczvPeiWZRLMeHaK#v=ewAiAGgAIgA6ACIAMwBlAGUAOAA1ADQANAA1AC0ANAA2ADYANAAtADQAMQAyAGUALQA5ADcAZAAyAC0AOQBiADIAMAA0ADQAYgA5ADMAMwA3AGEAIgB9AA
Support ensuring the college network is a adequately protected against cyber threats and as a minimum is able to apply for CE basic and Plus in order to meet ESFA funding requirements.,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,96,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:49,https://dovetailapp.com/data/5o1qZXIczvPeiWZRLMeHaK#v=ewAiAGgAIgA6ACIAMwBlAGUAOAA1ADQANAA1AC0ANAA2ADYANAAtADQAMQAyAGUALQA5ADcAZAAyAC0AOQBiADIAMAA0ADQAYgA5ADMAMwA3AGEAIgB9AA
Not all connectivity is via Janet - previous IT Manager take a Janet connection and a third party connection with no real ratinale for the latter other than it took us a while to quote. Review what it would cost to replace 3rd party connection with a Janet link Ongoing support around content and discovery,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,96,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:49,https://dovetailapp.com/data/5o1qZXIczvPeiWZRLMeHaK#v=ewAiAGgAIgA6ACIANAAxADYAYQBiADEAYQA0AC0AOQA1ADIAZQAtADQAYQA4AGUALQA5ADUAZAA4AC0AZgBmADkAYwA3ADAAOAAyADkAOABmADEAIgB9AA
cyber security review,Cyber security review/assessment,#230078,Cyber security,Digital Infrastructure,849,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:08,https://dovetailapp.com/data/5oLC7XF6x4UZa3WXEdDtcx#v=ewAiAGgAIgA6ACIANAAzADYAYgA0AGYANQBmAC0AMgA4ADUANQAtADQAMABmAGYALQA5AGMAZABlAC0ANgAzADYANwA3AGIAZQA3ADgAMQBjADAAIgB9AA
cyber security review,Review/Audit,#a00064,Capacity building,Tags,849,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:08,https://dovetailapp.com/data/5oLC7XF6x4UZa3WXEdDtcx#v=ewAiAGgAIgA6ACIANAAzADYAYgA0AGYANQBmAC0AMgA4ADUANQAtADQAMABmAGYALQA5AGMAZABlAC0ANgAzADYANwA3AGIAZQA3ADgAMQBjADAAIgB9AA
e-books for FE usage,e-Books for FE,#a05000,Digital resources,Learning and teaching,849,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:08,https://dovetailapp.com/data/5oLC7XF6x4UZa3WXEdDtcx#v=ewAiAGgAIgA6ACIAYwBmADQAMgA2ADAAYgA2AC0AYQBjADAAMQAtADQAZAA4ADUALQBhADcAMABlAC0ANAA2AGIAMgA3AGQAMAA0ADAANgA1AGMAIgB9AA
BDC,Digital capabilities,#a00064,Digital skills and capabilities,Tags,4503,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:28,https://dovetailapp.com/data/5rTlhOUIb5uk7N26H5oKKF#v=ewAiAGgAIgA6ACIAMAA3AGYANAA3AGMAYgA5AC0AZAAyADkAMgAtADQANAA4ADYALQA4ADIAZQA1AC0ANQA5AGQANQA4ADMAYQA4ADQANwA4ADQAIgB9AA
BDC,BDC service,#a00064,Digital skills and capabilities,Tags,4503,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:28,https://dovetailapp.com/data/5rTlhOUIb5uk7N26H5oKKF#v=ewAiAGgAIgA6ACIAMAA3AGYANAA3AGMAYgA5AC0AZAAyADkAMgAtADQANAA4ADYALQA4ADIAZQA1AC0ANQA5AGQANQA4ADMAYQA4ADQANwA4ADQAIgB9AA
To improve connectivity at the College and have a resilient link to allow them to look at other service options,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,4503,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:27,https://dovetailapp.com/data/5rTlhOUIb5uk7N26H5oKKF#v=ewAiAGgAIgA6ACIAMABlADcAYwA0ADUAMQA5AC0AZAA0ADQAMAAtADQAZQBlADkALQBhADgANgA2AC0ANABmADIAZABkADkAZQA2ADAANAAwAGQAIgB9AA
To improve connectivity to the schools they support as part of the MAT,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,4503,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:27,https://dovetailapp.com/data/5rTlhOUIb5uk7N26H5oKKF#v=ewAiAGgAIgA6ACIANwBiADcAOQBhADQAMgBiAC0AYgA4AGMAZAAtADQAYgA1ADMALQA5AGMAZABhAC0ANABmAGYANQBlAGIAMwAxADcANwBlADAAIgB9AA
Ebooks promotion,e-Books for FE,#a05000,Digital resources,Learning and teaching,4503,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:28,https://dovetailapp.com/data/5rTlhOUIb5uk7N26H5oKKF#v=ewAiAGgAIgA6ACIAYQA3ADkAZQAzADcAMgBkAC0ANwA5ADYAMwAtADQAMgAwAGEALQA5ADcAMAAxAC0AOQA1AGMAYwBlADMANAAyADgAOAAzADYAIgB9AA
Digital strategy,Strategy support,#a00064,Capacity building,Tags,4503,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:28,https://dovetailapp.com/data/5rTlhOUIb5uk7N26H5oKKF#v=ewAiAGgAIgA6ACIAZgBjADkAYwA2ADMAZgAzAC0ANgAwADUANwAtADQANABkAGYALQA4AGUAMQA2AC0AYwBkADUAOQA1ADUAMgAwAGYANQAwAGQAIgB9AA
Immersive tech ,Immersive tech,#ff6e00,EdTech,Learning and teaching,576,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,22/09/2021 15:45,https://dovetailapp.com/data/5zomTx3sAUYyIGoHXQLvP9#v=ewAiAGgAIgA6ACIAMAA1ADkAMABmAGQAYwA5AC0ANQAwADEAZQAtADQAMgA2AGEALQA5AGYAOAA4AC0AYgBjADEANgBhAGMAYgA5AGUAMAA0AGMAIgB9AA
E-resource utilisation,DLR usage,#a05000,Digital resources,Learning and teaching,576,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,22/09/2021 15:47,https://dovetailapp.com/data/5zomTx3sAUYyIGoHXQLvP9#v=ewAiAGgAIgA6ACIAMABkADcAYgA3AGUAYQAwAC0AYwA5ADMAYgAtADQAMAA2ADcALQBhADgANgAyAC0ANAA5ADQAZgBjADcAMQBjAGEAZgA2AGQAIgB9AA
E-resource utilisation,Digital resources (general),#a05000,Digital resources,Learning and teaching,576,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,22/09/2021 15:47,https://dovetailapp.com/data/5zomTx3sAUYyIGoHXQLvP9#v=ewAiAGgAIgA6ACIAMABkADcAYgA3AGUAYQAwAC0AYwA5ADMAYgAtADQAMAA2ADcALQBhADgANgAyAC0ANAA5ADQAZgBjADcAMQBjAGEAZgA2AGQAIgB9AA
VR software,Immersive tech,#ff6e00,EdTech,Learning and teaching,576,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,22/09/2021 15:47,https://dovetailapp.com/data/5zomTx3sAUYyIGoHXQLvP9#v=ewAiAGgAIgA6ACIAMQAyADAAMwBhADEANQA3AC0AMQA0ADEAOQAtADQAMAA2AGIALQA5ADcAOAA3AC0ANQAxADgAMQBiAGYAZgBlAGEAMgBkAGQAIgB9AA
